Name,Guid,EventID,Version,Level,Task,Opcode,Keywords,EventRecordID,Correlation,Execution_ProcessID,ProcessID,ThreadID,Channel,Computer,UserID,RuleName,UtcTime,ProcessGuid,ProcessId,Image,FileVersion,Description,Product,Company,OriginalFileName,CommandLine,CurrentDirectory,User,LogonGuid,LogonId,TerminalSessionId,IntegrityLevel,Hashes,ParentProcessGuid,ParentProcessId,ParentImage,ParentCommandLine,ParentUser,Protocol,Initiated,SourceIsIpv6,SourceIp,SourceHostname,SourcePort,SourcePortName,DestinationIsIpv6,DestinationIp,DestinationHostname,DestinationPort,DestinationPortName,State,Version2,SchemaVersion,Configuration,ConfigurationFileHash,ImageLoaded,Signed,Signature,SignatureStatus,SourceProcessGUID,SourceProcessId,SourceThreadId,SourceImage,TargetProcessGUID,TargetProcessId,TargetImage,GrantedAccess,CallTrace,SourceUser,TargetUser,TargetFilename,CreationUtcTime,EventType,TargetObject,Details,PipeName,QueryName,QueryStatus,QueryResults,IsExecutable,Archived,SourceProcessGuid,TargetProcessGuid,NewThreadId,StartAddress,StartModule,StartFunction,PreviousCreationUtcTime,Hash,Contents,ID,Label,SystemTime
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},1.0,5.0,4.0,1.0,0.0,0x8000000000000000,5382.0,0.0,0.0,5676.0,6840.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,Sysmon_Event_1(ProcessCreate),30:32.4,{df655c70-6258-62b7-fe04-000000005201},14504.0,C:\Users\chrsm\AppData\Local\Temp\_iu14D2N.tmp,51.1052.0.0,Setup/Uninstall,-,-,-,"""C:\Users\chrsm\AppData\Local\Temp\_iu14D2N.tmp"" /SECONDPHASE=""C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe"" /FIRSTPHASEWND=$40C76 /verysilent /norestart",C:\WINDOWS\system32\,LAPTOP-ROPR18AK\chrsm,{df655c70-4db2-62b7-961b-c80000000000},0xc81b96,2.0,High,"MD5=B6DA80C141C355B147B150A565ADD773,SHA256=5EDD1A302E786D31BF14786E9BAF705F9A2A303213E506821B50B8E45B64FDF5,IMPHASH=F62B90E31ECA404F228FCF7068B00F31",{df655c70-6258-62b7-fd04-000000005201},24272.0,C:\Program Files (x86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe,"""C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe"" /verysilent /norestart",LAPTOP-ROPR18AK\chrsm,udp,True,False,192.168.1.5,LAPTOP-ROPR18AK,137.0,netbios-ns,False,20.62.223.48,-,137.0,netbios-ns,Started,13.24,4.7,0,0,C:\Windows\System32\cryptbase.dll,True,Microsoft Windows,Valid,{3BF36828-A942-6202-9E00-00000000D101},3576.0,5884.0,C:\Windows\system32\conhost.exe,{3BF36828-1E44-622A-EEA3-04000000D101},10964.0,C:\Program Files\SplunkUniversalForwarder\bin\splunk-regmon.exe,0x1fffff,C:\Windows\SYSTEM32\ntdll.dll+a6134|C:\Windows\SYSTEM32\ConhostV2.dll+5ca7|C:\Windows\SYSTEM32\ConhostV2.dll+774b|C:\Windows\SYSTEM32\ConhostV2.dll+a8ef|C:\Windows\System32\KERNEL32.DLL+84d4|C:\Windows\SYSTEM32\ntdll.dll+51781,NT AUTHORITY\SYSTEM,NT AUTHORITY\SYSTEM,C:\Program Files\SplunkUniversalForwarder\var\lib\splunk\modinputs\WinEventLog\Security,15:33.6,CreateKey,HKLM\System\CurrentControlSet\Services\Tcpip\Parameters,\\.\C:\System Volume Information\DFSR\Config\Volume_D370F6FF-0000-0000-0000-100000000000.XML,<Anonymous Pipe>,win-dc-128.attackrange.local,0.0,::ffff:10.0.1.14;,False,false - insufficient disk space,{a190aab6-f96c-63be-7600-000000003700},{a190aab6-85dd-63bf-0900-000000003700},5492.0,0xFFFF98D3233620D0,-,-,57:45.4,"MD5=512B8A6FBAC6A28390BD6BF318F944BA,SHA256=2B2EFBD8EB77F49600024818855A80C4E0081FD5C1CFCD074894A13AB9CDF5D7,IMPHASH=00000000000000000000000000000000",[ZoneTransfer]  ZoneId=3  ReferrerUrl=https://github.com/ZecOps/CVE-2020-0796-RCE-POC  HostUrl=https://codeload.github.com/ZecOps/CVE-2020-0796-RCE-POC/zip/refs/heads/master  ,GetConfigurationOptions,0,2021-09-07 10:40:09.000000
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},1.0,5.0,4.0,1.0,0.0,0x8000000000000000,5382.0,0.0,0.0,5676.0,6840.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,Sysmon_Event_1(ProcessCreate),30:32.4,{df655c70-6258-62b7-fe04-000000005201},14504.0,C:\Users\chrsm\AppData\Local\Temp\_iu14D2N.tmp,51.1052.0.0,Setup/Uninstall,-,-,-,"""C:\Users\chrsm\AppData\Local\Temp\_iu14D2N.tmp"" /SECONDPHASE=""C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe"" /FIRSTPHASEWND=$40C76 /verysilent /norestart",C:\WINDOWS\system32\,LAPTOP-ROPR18AK\chrsm,{df655c70-4db2-62b7-961b-c80000000000},0xc81b96,2.0,High,"MD5=B6DA80C141C355B147B150A565ADD773,SHA256=5EDD1A302E786D31BF14786E9BAF705F9A2A303213E506821B50B8E45B64FDF5,IMPHASH=F62B90E31ECA404F228FCF7068B00F31",{df655c70-6258-62b7-fd04-000000005201},24272.0,C:\Program Files (x86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe,"""C:\PROGRAM FILES (X86)\FOXIT SOFTWARE\FOXIT READER\unins000.exe"" /verysilent /norestart",LAPTOP-ROPR18AK\chrsm,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:40:27.543584
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},3.0,5.0,4.0,3.0,0.0,0x8000000000000000,5389.0,0.0,0.0,5676.0,6824.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,Sysmon_Event_3(NetworkConnect),31:14.9,{df655c70-4174-62b7-eb03-000000000000},4.0,System,0,0,0,0,0,0,0,NT AUTHORITY\SYSTEM,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:41:02.598569
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},3.0,5.0,4.0,3.0,0.0,0x8000000000000000,5389.0,0.0,0.0,5676.0,6824.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,Sysmon_Event_3(NetworkConnect),31:14.9,{df655c70-4174-62b7-eb03-000000000000},4.0,System,0,0,0,0,0,0,0,NT AUTHORITY\SYSTEM,0,0,0.0,0,0,0,0.0,0,0,0,udp,True,False,192.168.1.5,LAPTOP-ROPR18AK,137.0,netbios-ns,False,20.62.223.48,-,137.0,netbios-ns,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:40:23.113362
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4.0,3.0,4.0,4.0,0.0,0x8000000000000000,24012.0,0.0,0.0,3120.0,2992.0,Microsoft-Windows-Sysmon/Operational,WIN-J23NIGGP1Q6.sysmon_set.local,S-1-5-18,0,45:33.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:41:05.375372
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},4.0,3.0,4.0,4.0,0.0,0x8000000000000000,24012.0,0.0,0.0,3120.0,2992.0,Microsoft-Windows-Sysmon/Operational,WIN-J23NIGGP1Q6.sysmon_set.local,S-1-5-18,0,45:33.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,Started,13.24,4.7,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:41:03.921161
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},5.0,3.0,4.0,5.0,0.0,0x8000000000000000,5387.0,0.0,0.0,5676.0,6840.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,C:\Users,31:15.8,{df655c70-622a-62b7-f904-000000005201},21544.0,C:\Users\chrsm\AppData\Roaming\Foxit Software\Addon\Foxit PDF Reader\FoxitPDFReaderUpdater.exe,0,0,0,0,0,0,0,LAPTOP-ROPR18AK\chrsm,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:40:28.266217
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},5.0,3.0,4.0,5.0,0.0,0x8000000000000000,5387.0,0.0,0.0,5676.0,6840.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-18,C:\Users,31:15.8,{df655c70-622a-62b7-f904-000000005201},21544.0,C:\Users\chrsm\AppData\Roaming\Foxit Software\Addon\Foxit PDF Reader\FoxitPDFReaderUpdater.exe,0,0,0,0,0,0,0,LAPTOP-ROPR18AK\chrsm,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:40:58.597783
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},16.0,3.0,4.0,16.0,0.0,0x8000000000000000,1083.0,0.0,0.0,20972.0,23380.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-21-3153833558-3459030340-3832526456-1001,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:40:58.244032
Microsoft-Windows-Sysmon,{5770385f-c22a-43e0-bf4c-06f5698ffbd9},16.0,3.0,4.0,16.0,0.0,0x8000000000000000,1083.0,0.0,0.0,20972.0,23380.0,Microsoft-Windows-Sysmon/Operational,LAPTOP-ROPR18AK,S-1-5-21-3153833558-3459030340-3832526456-1001,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2021-09-07 10:41:02.165189
